,prompt,question
2968,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A window requires 1 3/4 yards of fabric for curtains. You have 6 yards of fabric. How many windows can you cover entirely?",A window requires 1 3/4 yards of fabric for curtains. You have 6 yards of fabric. How many windows can you cover entirely?
2969,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A carpenter cuts a board that is 10 1/2 feet long into pieces that are 1 1/4 feet long each. How many pieces does he get?",A carpenter cuts a board that is 10 1/2 feet long into pieces that are 1 1/4 feet long each. How many pieces does he get?
2970,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A piece of wood is 5/6 meter long. If it is cut into pieces each measuring 1/4 meter, how many pieces can be obtained?","A piece of wood is 5/6 meter long. If it is cut into pieces each measuring 1/4 meter, how many pieces can be obtained?"
2971,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Tala has 5 1/3 cups of sugar. She needs 2/3 cup sugar to make a batch of cookies. How many batches of cookies can Tala make?",Tala has 5 1/3 cups of sugar. She needs 2/3 cup sugar to make a batch of cookies. How many batches of cookies can Tala make?
2972,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Maya buys a roll of ribbon that is 10 1/4 yards long. If she cuts it into pieces, each 3/8 yard long, how many pieces does she get?","Maya buys a roll of ribbon that is 10 1/4 yards long. If she cuts it into pieces, each 3/8 yard long, how many pieces does she get?"
2973,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#John uses 1/2 block to build a tower. If he wants to build a tower 5 blocks tall, how many blocks does he need in total?","John uses 1/2 block to build a tower. If he wants to build a tower 5 blocks tall, how many blocks does he need in total?"
2974,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The soccer team needs 2 1/4 liters of juice for their upcoming game. They have individual containers that hold 3/8 of a liter each. How many containers do they need?",The soccer team needs 2 1/4 liters of juice for their upcoming game. They have individual containers that hold 3/8 of a liter each. How many containers do they need?
2975,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A pitcher contains 3/4 quart of lemonade. If an equal amount is powered into 6 glasses, how much lemonade will each glass contain?","A pitcher contains 3/4 quart of lemonade. If an equal amount is powered into 6 glasses, how much lemonade will each glass contain?"
2976,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A bike race is 5 miles long. If Sarah bikes 1/2 mile each lap, how many laps does she need to complete the race?","A bike race is 5 miles long. If Sarah bikes 1/2 mile each lap, how many laps does she need to complete the race?"
2977,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A ribbon is 7/8 meter in length. 1/6 meter pieces are needed for an art project. What's the greatest number of 1/6 meter pieces that can be cut from ribbon?",A ribbon is 7/8 meter in length. 1/6 meter pieces are needed for an art project. What's the greatest number of 1/6 meter pieces that can be cut from ribbon?
2978,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A ribbon is 9/10 meter long. How many pieces of 1/5 meter can be cut from the ribbon?",A ribbon is 9/10 meter long. How many pieces of 1/5 meter can be cut from the ribbon?
2979,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#You have 3/4 of a large pizza left and want to share it equally with 2 friends. How much pizza will each person get?",You have 3/4 of a large pizza left and want to share it equally with 2 friends. How much pizza will each person get?
2980,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Lily has a piece of ribbon that is 2/3 meter long. She cuts it into pieces that are each 1/4 meter long. How many pieces does she get?",Lily has a piece of ribbon that is 2/3 meter long. She cuts it into pieces that are each 1/4 meter long. How many pieces does she get?
2981,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A pizza is cut into 8 equal slices. If each person eats 3/4 of a slice, how many people can be served with one pizza?","A pizza is cut into 8 equal slices. If each person eats 3/4 of a slice, how many people can be served with one pizza?"
2982,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A cookie recipe requires 1/3 cup of flour and 1/4 cup of sugar. Maya has 2 cups of flour and 1 cup of sugar. How many cookies can she make?",A cookie recipe requires 1/3 cup of flour and 1/4 cup of sugar. Maya has 2 cups of flour and 1 cup of sugar. How many cookies can she make?
2983,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A rectangular garden has an area of 4 1/2 square meters. If the width is 1 1/2 meters, what is the length of the garden?","A rectangular garden has an area of 4 1/2 square meters. If the width is 1 1/2 meters, what is the length of the garden?"
2984,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A soup recipe requires 1/2 cup of vegetables and 2/3 cup of broth. If Maya has 2 cups of vegetables, how much broth does she need?","A soup recipe requires 1/2 cup of vegetables and 2/3 cup of broth. If Maya has 2 cups of vegetables, how much broth does she need?"
2985,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A bag of rice weighs 5 1/2 pounds. If each serving of rice is 1/4 pound, how many servings are in the bag?","A bag of rice weighs 5 1/2 pounds. If each serving of rice is 1/4 pound, how many servings are in the bag?"
2986,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A muffin recipe requires 1/4 cup of flour for each muffin. If Sarah has 1 cup of flour, how many muffins can she make?","A muffin recipe requires 1/4 cup of flour for each muffin. If Sarah has 1 cup of flour, how many muffins can she make?"
2987,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#We need 1/2 cup of sugar for a cake and 1 3/4 cup of sugar for the icing. We have a 1/4 cup scoop. How many scoops of sugar will we need to make the cake and icing?",We need 1/2 cup of sugar for a cake and 1 3/4 cup of sugar for the icing. We have a 1/4 cup scoop. How many scoops of sugar will we need to make the cake and icing?
2988,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A tank holds 7 1/2 gallons of water. If each fish needs 1/3 gallon of water, how many fish can be put in the tank?","A tank holds 7 1/2 gallons of water. If each fish needs 1/3 gallon of water, how many fish can be put in the tank?"
2989,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Alex needs 1/5 gallon of paint to cover one wall. If he needs 2 gallons of paint, how many walls are there?","Alex needs 1/5 gallon of paint to cover one wall. If he needs 2 gallons of paint, how many walls are there?"
2990,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A recipe requires 2/3 cup of olive oil. If you want to make half of the recipe, how much olive oil do you need?","A recipe requires 2/3 cup of olive oil. If you want to make half of the recipe, how much olive oil do you need?"
2991,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations and Fraction,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A dress requires 2 1/3 yards of fabric. You have 10 yards of fabric. After making how many dresses can you make?",A dress requires 2 1/3 yards of fabric. You have 10 yards of fabric. After making how many dresses can you make?
2992,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Bob bought 2.25 lbs of green grapes and 3.75 lbs of red grapes, where both types of grapes are $2.19 per pound. How much did Bob spend on grapes?","Bob bought 2.25 lbs of green grapes and 3.75 lbs of red grapes, where both types of grapes are $2.19 per pound. How much did Bob spend on grapes?"
2993,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#John sells handmade crafts for $4.50 each. He sells 18 crafts on Saturday and 22 crafts on Sunday. How much money does he make in total?",John sells handmade crafts for $4.50 each. He sells 18 crafts on Saturday and 22 crafts on Sunday. How much money does he make in total?
2994,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A box of donuts costs $4.74. There are 6 donuts in the box. What is the price per donut?",A box of donuts costs $4.74. There are 6 donuts in the box. What is the price per donut?
2995,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A group of friends went bowling. They shared the cost of the lane rental, which was $15.75, equally among 5 people. How much did each person pay?","A group of friends went bowling. They shared the cost of the lane rental, which was $15.75, equally among 5 people. How much did each person pay?"
2996,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#If we combine 5.19 cups of orange juice with 2.75 cups of pineapple juice in a pitcher, how much total liquid is in the pitcher?","If we combine 5.19 cups of orange juice with 2.75 cups of pineapple juice in a pitcher, how much total liquid is in the pitcher?"
2997,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A rectangular swimming pool is 16.5 meters long and 8.25 meters wide. What is the perimeter of the pool in meters?",A rectangular swimming pool is 16.5 meters long and 8.25 meters wide. What is the perimeter of the pool in meters?
2998,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Sarah bought a gift card for $50 and used it to buy a book for $32.75. How much money is left on the gift card?",Sarah bought a gift card for $50 and used it to buy a book for $32.75. How much money is left on the gift card?
2999,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A garden is in the shape of a square, and each side is 12.5 meters long. What is the perimeter of the garden?","A garden is in the shape of a square, and each side is 12.5 meters long. What is the perimeter of the garden?"
3000,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A runner runs 4.5 miles on Monday, 2.75 miles on Tuesday, and 3.25 miles on Wednesday. How many miles does he run in total for the three days?","A runner runs 4.5 miles on Monday, 2.75 miles on Tuesday, and 3.25 miles on Wednesday. How many miles does he run in total for the three days?"
3001,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A recipe calls for 3.75 cups of flour. If you want to make half the recipe, how many cups of flour will you need?","A recipe calls for 3.75 cups of flour. If you want to make half the recipe, how many cups of flour will you need?"
3002,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The temperature increased by 2.3 degrees Celsius in the morning and decreased by 1.8 degrees Celsius in the afternoon. What is the net change in temperature for the day?",The temperature increased by 2.3 degrees Celsius in the morning and decreased by 1.8 degrees Celsius in the afternoon. What is the net change in temperature for the day?
3003,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Bob and Dave mew lawns during the summer. In June and July, Bob earned $283.50 and Dave earned $257.25. Who charges more per lawn?","Bob and Dave mew lawns during the summer. In June and July, Bob earned $283.50 and Dave earned $257.25. Who charges more per lawn?"
3004,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Tom's car travels 34.5 miles per gallon of gas. If he drives 172.5 miles, how many gallons of gas does he need?","Tom's car travels 34.5 miles per gallon of gas. If he drives 172.5 miles, how many gallons of gas does he need?"
3005,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A recipe for cookies requires 0.75 cups of chocolate chips per batch. Sarah wants to make enough cookies for a party and needs 6.75 cups of chocolate chips. How many batches of cookies does she need to make?",A recipe for cookies requires 0.75 cups of chocolate chips per batch. Sarah wants to make enough cookies for a party and needs 6.75 cups of chocolate chips. How many batches of cookies does she need to make?
3006,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A baker needs 5 pounds of sugar for a batch of cookies. He has 17.25 pounds of sugar in stock. How much sugar will he have remaining after baking a batch of cookies?",A baker needs 5 pounds of sugar for a batch of cookies. He has 17.25 pounds of sugar in stock. How much sugar will he have remaining after baking a batch of cookies?
3007,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emily bought a digital camera for $245.99 and a memory card for $18.75. If she paid with a $300 bill, how much change did she receive?","Emily bought a digital camera for $245.99 and a memory card for $18.75. If she paid with a $300 bill, how much change did she receive?"
3008,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The distance between the two cities is 365.28 miles. If a car travels at an average speed of 58.44 miles per hour, how long will it take to reach the destination?","The distance between the two cities is 365.28 miles. If a car travels at an average speed of 58.44 miles per hour, how long will it take to reach the destination?"
3009,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The students of a school sold 30,381 candy bars for a fundraiser. There are 247 students. On average, how many candy bars did each student sell?","The students of a school sold 30,381 candy bars for a fundraiser. There are 247 students. On average, how many candy bars did each student sell?"
3010,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The average temperature in a city increased by 4.8 degrees Fahrenheit over the course of a week. If the temperature on the first day was 62.5 degrees Fahrenheit, what was the temperature on the last day?","The average temperature in a city increased by 4.8 degrees Fahrenheit over the course of a week. If the temperature on the first day was 62.5 degrees Fahrenheit, what was the temperature on the last day?"
3011,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A bakery needs 3.5 kilograms of flour for a batch of bread. They have an order for 12 batches. How much flour do they need in total?",A bakery needs 3.5 kilograms of flour for a batch of bread. They have an order for 12 batches. How much flour do they need in total?
3012,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A store is selling apples for $1.50 per pound. Emily buys 2.75 pounds of apples. How much does she need to pay?",A store is selling apples for $1.50 per pound. Emily buys 2.75 pounds of apples. How much does she need to pay?
3013,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A baker needs 3.5 cups of flour for a cake. He has 13.25 cups of flour in stock. How much flour will he have remaining after baking a cake?",A baker needs 3.5 cups of flour for a cake. He has 13.25 cups of flour in stock. How much flour will he have remaining after baking a cake?
3014,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A carpenter needs 10.5 meters of lumber for a project. He has boards that are 1.75 meters long each. How many boards does he need to buy?",A carpenter needs 10.5 meters of lumber for a project. He has boards that are 1.75 meters long each. How many boards does he need to buy?
3015,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A rectangular field has an area of 385 square yards. If the length of the field is 22 yards, what is the width of the field?","A rectangular field has an area of 385 square yards. If the length of the field is 22 yards, what is the width of the field?"
3016,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Dave has 1152 cookies. If he puts 24 cookies per box, how many boxes of cookies will he make?","Dave has 1152 cookies. If he puts 24 cookies per box, how many boxes of cookies will he make?"
3017,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A car travels at a speed of 65.5 miles per hour. If the total travel time is 4.6 hours, what is the total distance covered?","A car travels at a speed of 65.5 miles per hour. If the total travel time is 4.6 hours, what is the total distance covered?"
3018,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A bakery made 4220 chocolate cookies. If they package them 12 cookies per box, how many boxes will they fill?","A bakery made 4220 chocolate cookies. If they package them 12 cookies per box, how many boxes will they fill?"
3019,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A painter needs 5.5 gallons of paint to paint a room. He has already used 2.25 gallons. How much paint does he have remaining?",A painter needs 5.5 gallons of paint to paint a room. He has already used 2.25 gallons. How much paint does he have remaining?
3020,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A recipe for cupcakes requires 2.5 cups of flour. If Emily wants to bake 4 batches of cupcakes, how much flour will she need in total?","A recipe for cupcakes requires 2.5 cups of flour. If Emily wants to bake 4 batches of cupcakes, how much flour will she need in total?"
3021,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A family drove a total of 265 miles during their vacation. If their car averages 21.2 miles per gallon, how many gallons of gas did they use?","A family drove a total of 265 miles during their vacation. If their car averages 21.2 miles per gallon, how many gallons of gas did they use?"
3022,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A train travels at an average speed of 65 miles per hour. How far will the train travel in 3.5 hours?",A train travels at an average speed of 65 miles per hour. How far will the train travel in 3.5 hours?
3023,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emma bought 2 1/5 lbs of pecans for $11.70 per pound, 1 1/2 lbs of walnuts for $9.76 per pound, and 1 2/3 lbs of peanuts for $5.92 per pound. How much did she spend?","Emma bought 2 1/5 lbs of pecans for $11.70 per pound, 1 1/2 lbs of walnuts for $9.76 per pound, and 1 2/3 lbs of peanuts for $5.92 per pound. How much did she spend?"
3024,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Emma wants to buy 5.25 meters of fabric for a project. If the fabric costs $9.60 per meter, how much will she spend?","Emma wants to buy 5.25 meters of fabric for a project. If the fabric costs $9.60 per meter, how much will she spend?"
3025,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A family drives 3.75 hours per day on their road trip. If they want to travel 450 miles total, how many days will it take?","A family drives 3.75 hours per day on their road trip. If they want to travel 450 miles total, how many days will it take?"
3026,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A train travels at a speed of 65.5 miles per hour. How far will it travel in 3.5 hours?",A train travels at a speed of 65.5 miles per hour. How far will it travel in 3.5 hours?
3027,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A school has a total of 4,896 science experiment kits to distribute equally among 216 classrooms. How many experiment kits will each classroom receive?","A school has a total of 4,896 science experiment kits to distribute equally among 216 classrooms. How many experiment kits will each classroom receive?"
3028,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#1 inch is equivalent to 2.54 centimeters. How many inches are in 66.04 centimeters?",1 inch is equivalent to 2.54 centimeters. How many inches are in 66.04 centimeters?
3029,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#The average cost of a lunch special at a restaurant is $10.75. If a group of friends orders five lunch specials, how much will they pay in total?","The average cost of a lunch special at a restaurant is $10.75. If a group of friends orders five lunch specials, how much will they pay in total?"
3030,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A tank contains 48.72 liters of water. If it is being filled at a rate of 6.9 liters per minute, how long will it take to fill the tank?","A tank contains 48.72 liters of water. If it is being filled at a rate of 6.9 liters per minute, how long will it take to fill the tank?"
3031,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A rectangular garden is 7.25 meters long and 4.75 meters wide. What is the area of the garden in square meters?",A rectangular garden is 7.25 meters long and 4.75 meters wide. What is the area of the garden in square meters?
3032,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A pack of 6 markers costs $4.50. What is the cost of each marker?",A pack of 6 markers costs $4.50. What is the cost of each marker?
3033,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Operations with Decimals,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A carpenter cuts a board that is 11 feet long into pieces that are 1.5 feet long each. How many pieces does he get?",A carpenter cuts a board that is 11 feet long into pieces that are 1.5 feet long each. How many pieces does he get?
3034,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A store has a sale where all items are 25% off. If a jacket originally costs $80, calculate the discount.","A store has a sale where all items are 25% off. If a jacket originally costs $80, calculate the discount."
3035,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Dave sold 300 T-shirts. 28% of the shirts sold had long sleeves. How many long-sleeved T-shirts did Dave sell?",Dave sold 300 T-shirts. 28% of the shirts sold had long sleeves. How many long-sleeved T-shirts did Dave sell?
3036,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#A swimming pool is filled with 500,000 liters of water. If 40% of the water is drained, how many liters of water were drained?","A swimming pool is filled with 500,000 liters of water. If 40% of the water is drained, how many liters of water were drained?"
3037,"<s> [INST] Think you are a maths teacher. Create math word problems satisfying the following requirements:
  [
      Grade: 6,
      Section: Percents,
      Number of questions: 1

  ]
 [/INST] </s>
Generated questions:
#1)#Sam paid $1200 of his monthly income for January's rent. $1200 is 40% of his monthly income. What is Sam's monthly income?",Sam paid $1200 of his monthly income for January's rent. $1200 is 40% of his monthly income. What is Sam's monthly income?
